model	compare	trainAUC	trainCI1	trainCI2	train_threshold	train_sensitivity	train_specificity	train_accuracy	testAUC	testCI1	testCI2	test_threshold	test_sensitivity	test_specificity	test_accuracy
0.9*RF+0.1*XGBoost	TB_vs_Cancer	0.938194837007726	0.902148254297493	0.974241419717959	0.626862924530504	0.816091954022989	0.950819672131147	0.871621621621622	0.888888888888889	0.811392322835249	0.966385454942529	0.717417469717435	0.666666666666667	1	0.80327868852459
RF	TB_vs_Cancer	0.932165065008479	0.89421131744974	0.970118812567218	0.609284476911977	0.827586206896552	0.901639344262295	0.858108108108108	0.89	0.813026904614655	0.966973095385345	0.735608730158731	0.666666666666667	1	0.80327868852459
XGBoost	Infection_vs_Cancer	0.785343368924675	0.72321026513853	0.84747647271082	0.441295690834522	0.827586206896552	0.746192893401015	0.77112676056338	0.635670731707317	0.536433047232616	0.734908416182018	0.382661208510399	0.638888888888889	0.682926829268293	0.669491525423729
0.1*RF+0.9*XGBoost	Infection_vs_Cancer	0.846432113892292	0.800479133318198	0.892385094466387	0.42254191540206	0.850574712643678	0.751269035532995	0.78169014084507	0.739837398373984	0.649528556903926	0.830146239844042	0.359931296899205	0.916666666666667	0.597560975609756	0.694915254237288
0.2*RF+0.8*XGBoost	Infection_vs_Cancer	0.874788494077834	0.834686130642207	0.914890857513461	0.4080491601343	0.873563218390805	0.741116751269036	0.78169014084507	0.752710027100271	0.663914003980663	0.841506050219879	0.347147925286066	0.916666666666667	0.609756097560976	0.703389830508475
0.3*RF+0.7*XGBoost	Infection_vs_Cancer	0.888091487251298	0.850823696907356	0.925359277595241	0.404610844593582	0.896551724137931	0.751269035532995	0.795774647887324	0.768292682926829	0.681248677642295	0.855336688211364	0.334364553672927	0.916666666666667	0.609756097560976	0.703389830508475
0.4*RF+0.6*XGBoost	Infection_vs_Cancer	0.895501487834763	0.859881195327378	0.931121780342148	0.41770243587291	0.839080459770115	0.817258883248731	0.823943661971831	0.784214092140921	0.698955651832209	0.869472532449634	0.321581182059787	0.916666666666667	0.609756097560976	0.703389830508475
0.5*RF+0.5*XGBoost	Infection_vs_Cancer	0.897310228134664	0.86212633487982	0.932494121389507	0.405455128604325	0.862068965517241	0.802030456852792	0.820422535211268	0.790650406504065	0.706010078075225	0.875290734932905	0.308797810446648	0.916666666666667	0.609756097560976	0.703389830508475
0.6*RF+0.4*XGBoost	Infection_vs_Cancer	0.898418810899119	0.863339785610158	0.933497836188079	0.357818862172899	0.931034482758621	0.751269035532995	0.806338028169014	0.796070460704607	0.712166448605614	0.8799744728036	0.296014438833509	0.916666666666667	0.609756097560976	0.703389830508475
0.7*RF+0.3*XGBoost	Infection_vs_Cancer	0.892934243538129	0.85677418614947	0.929094300926789	0.337464995513784	0.931034482758621	0.730964467005076	0.792253521126761	0.805216802168022	0.722861649122847	0.887571955213197	0.281281664848858	0.916666666666667	0.621951219512195	0.711864406779661
0.8*RF+0.2*XGBoost	Infection_vs_Cancer	0.886924558025556	0.849475592814666	0.924373523236445	0.306422367364164	0.96551724137931	0.680203045685279	0.767605633802817	0.807926829268293	0.725862049443492	0.889991609093093	0.257404359124728	0.916666666666667	0.609756097560976	0.703389830508475
0.9*RF+0.1*XGBoost	Infection_vs_Cancer	0.882315187583873	0.843692590404299	0.920937784763447	0.341641834999289	0.862068965517241	0.776649746192893	0.802816901408451	0.813685636856369	0.73259460307212	0.894776670640617	0.240277147626196	0.916666666666667	0.621951219512195	0.711864406779661
RF	Infection_vs_Cancer	0.876363848532587	0.836481266412031	0.916246430653142	0.318214801587302	0.873563218390805	0.756345177664975	0.792253521126761	0.817411924119241	0.736882674361234	0.897941173877249	0.20260753968254	0.972222222222222	0.573170731707317	0.694915254237288
XGBoost	Bacteria_vs_Cancer	0.871120689655172	0.81816584971309	0.924075529597255	0.49421768784523	0.804597701149425	0.825	0.81437125748503	0.659722222222222	0.532611496283082	0.786832948161363	0.574377059936523	0.694444444444444	0.617647058823529	0.657142857142857
0.1*SVM+0.9*XGBoost	Bacteria_vs_Cancer	0.894540229885057	0.848566311837684	0.940514147932431	0.4809835285245	0.793103448275862	0.8375	0.81437125748503	0.71078431372549	0.588988736916884	0.832579890534096	0.550180961567017	0.694444444444444	0.705882352941177	0.7
0.2*SVM+0.8*XGBoost	Bacteria_vs_Cancer	0.893965517241379	0.847875138386768	0.940055896095991	0.468573596387309	0.735632183908046	0.875	0.802395209580838	0.719771241830065	0.599608964399792	0.839933519260339	0.557776982675923	0.722222222222222	0.676470588235294	0.7
0.3*SVM+0.7*XGBoost	Bacteria_vs_Cancer	0.886494252873563	0.838624014160893	0.934364491586234	0.447252456308785	0.701149425287356	0.9	0.796407185628742	0.741830065359477	0.625744165904046	0.857915964814908	0.530855275471051	0.694444444444444	0.735294117647059	0.714285714285714
0.4*SVM+0.6*XGBoost	Bacteria_vs_Cancer	0.877873563218391	0.827990273988506	0.927756852448275	0.450297112049612	0.747126436781609	0.875	0.808383233532934	0.761437908496732	0.64885701816555	0.874018798827914	0.568663775628195	0.75	0.735294117647059	0.742857142857143
0.5*SVM+0.5*XGBoost	Bacteria_vs_Cancer	0.863074712643678	0.809443446243503	0.916705979043854	0.444789125360374	0.747126436781609	0.8625	0.802395209580838	0.772058823529412	0.661005502570656	0.883112144488168	0.469934819993173	0.583333333333333	0.882352941176471	0.728571428571429
0.6*SVM+0.4*XGBoost	Bacteria_vs_Cancer	0.851724137931035	0.795193223581575	0.908255052280494	0.4631102109763	0.758620689655172	0.8375	0.796407185628742	0.769607843137255	0.658037237920411	0.881178448354099	0.474483968044074	0.638888888888889	0.882352941176471	0.757142857142857
0.7*SVM+0.3*XGBoost	Bacteria_vs_Cancer	0.836063218390805	0.775715829053436	0.896410607728173	0.405682871204828	0.71264367816092	0.8625	0.784431137724551	0.767156862745098	0.655225360794088	0.879088364696108	0.472959313719349	0.638888888888889	0.882352941176471	0.757142857142857
0.8*SVM+0.2*XGBoost	Bacteria_vs_Cancer	0.822126436781609	0.758421945905182	0.885830927658037	0.409768581897321	0.724137931034483	0.85	0.784431137724551	0.767156862745098	0.65527138394088	0.879042341549316	0.471434659394624	0.638888888888889	0.882352941176471	0.757142857142857
0.9*SVM+0.1*XGBoost	Bacteria_vs_Cancer	0.809913793103448	0.743324775124859	0.876502811082038	0.394927875529892	0.724137931034483	0.85	0.784431137724551	0.766339869281046	0.653638559763138	0.879041178798954	0.469910005069899	0.638888888888889	0.882352941176471	0.757142857142857
SVM	Bacteria_vs_Cancer	0.800718390804598	0.732017487942138	0.869419293667058	0.396902025255043	0.724137931034483	0.8375	0.778443113772455	0.769607843137255	0.657589642933318	0.881626043341192	0.468385350745174	0.638888888888889	0.882352941176471	0.757142857142857
XGBoost	Fungi_vs_Cancer	0.903530377668309	0.849175463820162	0.957885291516456	0.577595695853233	0.793103448275862	0.928571428571429	0.846153846153846	0.631038647342995	0.483030331372771	0.779046963313219	0.589987516403198	0.722222222222222	0.608695652173913	0.677966101694915
0.1*SVM+0.9*XGBoost	Fungi_vs_Cancer	0.935550082101806	0.897638482560868	0.973461681642744	0.581628996195924	0.770114942528736	0.964285714285714	0.846153846153846	0.735507246376812	0.605007730589493	0.866006762164131	0.613625619171667	0.583333333333333	0.956521739130435	0.728813559322034
0.2*SVM+0.8*XGBoost	Fungi_vs_Cancer	0.946018062397373	0.911669009673697	0.980367115121048	0.498014712039264	0.942528735632184	0.821428571428571	0.895104895104895	0.725845410628019	0.592835395491345	0.858855425764693	0.594097869806392	0.583333333333333	0.956521739130435	0.728813559322034
0.3*SVM+0.7*XGBoost	Fungi_vs_Cancer	0.94047619047619	0.904419693149942	0.976532687802439	0.525198667942319	0.908045977011494	0.892857142857143	0.902097902097902	0.731884057971014	0.599135481537228	0.864632634404801	0.569669270879921	0.638888888888889	0.91304347826087	0.745762711864407
0.4*SVM+0.6*XGBoost	Fungi_vs_Cancer	0.930008210180624	0.89152492143744	0.968491498923808	0.58497348046629	0.793103448275862	0.964285714285714	0.86013986013986	0.718599033816425	0.584093957297724	0.853104110335126	0.56873384279467	0.611111111111111	0.91304347826087	0.728813559322034
0.5*SVM+0.5*XGBoost	Fungi_vs_Cancer	0.913998357963875	0.870868747365863	0.957127968561887	0.606098339045602	0.735632183908046	0.964285714285714	0.825174825174825	0.699275362318841	0.56243611333023	0.836114611307451	0.615472514220251	0.527777777777778	0.956521739130435	0.694915254237288
0.6*SVM+0.4*XGBoost	Fungi_vs_Cancer	0.895114942528736	0.846586002653187	0.943643882404284	0.633180288642801	0.701149425287356	0.964285714285714	0.804195804195804	0.694444444444444	0.557573877046186	0.831315011842703	0.621134139662794	0.527777777777778	0.91304347826087	0.677966101694915
0.7*SVM+0.3*XGBoost	Fungi_vs_Cancer	0.876436781609195	0.822919953285386	0.929953609933005	0.643712194239067	0.689655172413793	0.946428571428571	0.79020979020979	0.682367149758454	0.544231177503588	0.820503122013321	0.631063321060717	0.527777777777778	0.91304347826087	0.677966101694915
0.8*SVM+0.2*XGBoost	Fungi_vs_Cancer	0.857553366174056	0.799373549998145	0.915733182349966	0.649662161712773	0.689655172413793	0.892857142857143	0.769230769230769	0.679951690821256	0.54214092043131	0.817762461211202	0.613444493074158	0.527777777777778	0.869565217391304	0.661016949152542
0.9*SVM+0.1*XGBoost	Fungi_vs_Cancer	0.841748768472906	0.779811098312058	0.903686438633755	0.701637163469474	0.609195402298851	0.928571428571429	0.734265734265734	0.682367149758454	0.544428232371915	0.820306067144993	0.625108577692498	0.527777777777778	0.869565217391304	0.661016949152542
SVM	Fungi_vs_Cancer	0.826149425287356	0.760415138633641	0.891883711941071	0.650028301964155	0.724137931034483	0.767857142857143	0.741258741258741	0.67512077294686	0.535363321095073	0.814878224798647	0.647514732650349	0.5	0.869565217391304	0.644067796610169
XGBoost	TB_vs_Cancer	0.939325419257584	0.895837444108234	0.982813394406934	0.515547531843185	0.919540229885057	0.901639344262295	0.912162162162162	0.777777777777778	0.656504122415439	0.899051433140116	0.524917006492615	0.833333333333333	0.68	0.770491803278688
0.1*SVM+0.9*XGBoost	TB_vs_Cancer	0.9576031656303	0.928181037940413	0.987025293320186	0.503313341257017	0.919540229885057	0.885245901639344	0.905405405405405	0.825555555555555	0.721275273433736	0.929835837677375	0.632342781487511	0.583333333333333	0.96	0.737704918032787
0.2*SVM+0.8*XGBoost	TB_vs_Cancer	0.960052760504993	0.931971485499332	0.988134035510655	0.534265741661291	0.896551724137931	0.934426229508197	0.912162162162162	0.822222222222222	0.718361948842992	0.926082495601453	0.611598911852745	0.694444444444444	0.84	0.754098360655738
0.3*SVM+0.7*XGBoost	TB_vs_Cancer	0.954022988505747	0.923891267052048	0.984154709959446	0.565697486118521	0.827586206896552	0.967213114754098	0.885135135135135	0.801111111111111	0.689497257936749	0.912724964285473	0.600175915182148	0.722222222222222	0.84	0.770491803278688
0.4*SVM+0.6*XGBoost	TB_vs_Cancer	0.948935368381383	0.91704498322793	0.980825753534836	0.53248070962145	0.896551724137931	0.868852459016393	0.885135135135135	0.794444444444445	0.681733202712504	0.907155686176385	0.613138497219082	0.694444444444444	0.84	0.754098360655738
0.5*SVM+0.5*XGBoost	TB_vs_Cancer	0.94271716600716	0.908912766949513	0.976521565064808	0.569706225689941	0.839080459770115	0.901639344262295	0.864864864864865	0.784444444444444	0.669933406090472	0.898955482798417	0.618238317176961	0.694444444444444	0.8	0.737704918032787
0.6*SVM+0.4*XGBoost	TB_vs_Cancer	0.93480309025815	0.898086454154208	0.971519726362091	0.516783033269261	0.908045977011494	0.819672131147541	0.871621621621622	0.777777777777778	0.661814130554025	0.893741425001531	0.566349360321921	0.805555555555556	0.72	0.770491803278688
0.7*SVM+0.3*XGBoost	TB_vs_Cancer	0.929715470133786	0.891254216507585	0.968176723759986	0.529538411113496	0.896551724137931	0.819672131147541	0.864864864864865	0.766666666666667	0.648492820892093	0.884840512441241	0.774516038726779	0.472222222222222	1	0.688524590163934
0.8*SVM+0.2*XGBoost	TB_vs_Cancer	0.921612964009798	0.880366817042693	0.962859110976904	0.526916656419418	0.896551724137931	0.80327868852459	0.858108108108108	0.755555555555556	0.63537697389312	0.875734137217992	0.802502168225121	0.472222222222222	1	0.688524590163934
0.9*SVM+0.1*XGBoost	TB_vs_Cancer	0.916336913510458	0.87333344626951	0.959340380751406	0.49951005056581	0.908045977011494	0.786885245901639	0.858108108108108	0.736666666666667	0.613404336757056	0.859928996576278	0.831352047503386	0.472222222222222	1	0.688524590163934
SVM	TB_vs_Cancer	0.912568306010929	0.868532299995159	0.956604312026698	0.510420933600322	0.896551724137931	0.786885245901639	0.851351351351351	0.715555555555556	0.588369597533733	0.842741513577379	0.85069705315918	0.472222222222222	0.92	0.655737704918033
XGBoost	Infection_vs_Cancer	0.785343368924675	0.72321026513853	0.84747647271082	0.441295690834522	0.827586206896552	0.746192893401015	0.77112676056338	0.635670731707317	0.536433047232616	0.734908416182018	0.382661208510399	0.638888888888889	0.682926829268293	0.669491525423729
0.1*SVM+0.9*XGBoost	Infection_vs_Cancer	0.852441799404866	0.806836956831708	0.898046641978024	0.444929948198865	0.816091954022989	0.802030456852792	0.806338028169014	0.642953929539295	0.537374290950463	0.748533568128128	0.354593773504753	0.777777777777778	0.5	0.584745762711864
0.2*SVM+0.8*XGBoost	Infection_vs_Cancer	0.875955423303577	0.835116070583778	0.916794776023375	0.436314709994542	0.839080459770115	0.796954314720812	0.809859154929577	0.638888888888889	0.531806106531897	0.745971671245881	0.336359995065219	0.75	0.5	0.576271186440678
0.3*SVM+0.7*XGBoost	Infection_vs_Cancer	0.880564793745259	0.841028688547475	0.920100898943044	0.414785819579063	0.839080459770115	0.802030456852792	0.813380281690141	0.630420054200542	0.521677021576548	0.739163086824536	0.314451610686083	0.75	0.463414634146341	0.550847457627119
0.4*SVM+0.6*XGBoost	Infection_vs_Cancer	0.877764163603477	0.837871617169771	0.917656710037184	0.394708409052695	0.816091954022989	0.796954314720812	0.802816901408451	0.623644986449865	0.513315906601674	0.733974066298055	0.300231088481979	0.694444444444444	0.524390243902439	0.576271186440678
0.5*SVM+0.5*XGBoost	Infection_vs_Cancer	0.869362273178132	0.827924415775228	0.910800130581036	0.377235406486737	0.816091954022989	0.781725888324873	0.792253521126761	0.616192411924119	0.504763722390985	0.727621101457254	0.282110193474388	0.694444444444444	0.536585365853659	0.584745762711864
0.6*SVM+0.4*XGBoost	Infection_vs_Cancer	0.862769123052687	0.819835173615739	0.905703072489635	0.374381669003491	0.804597701149425	0.807106598984772	0.806338028169014	0.611449864498645	0.499244516025652	0.723655212971638	0.256219221860653	0.722222222222222	0.51219512195122	0.576271186440678
0.7*SVM+0.3*XGBoost	Infection_vs_Cancer	0.853667075091896	0.808286489867047	0.899047660316745	0.379895825593026	0.758620689655172	0.842639593908629	0.816901408450704	0.60840108401084	0.495940714658324	0.720861453363356	0.352433317361643	0.305555555555556	0.902439024390244	0.720338983050847
0.8*SVM+0.2*XGBoost	Infection_vs_Cancer	0.844973452360114	0.797228151618511	0.892718753101717	0.375844980487597	0.758620689655172	0.847715736040609	0.820422535211268	0.606368563685637	0.493587493423551	0.719149633947722	0.337878684435084	0.305555555555556	0.890243902439024	0.711864406779661
0.9*SVM+0.1*XGBoost	Infection_vs_Cancer	0.837505105315363	0.787588099295959	0.887422111334766	0.361046215200448	0.758620689655172	0.83248730964467	0.809859154929577	0.608739837398374	0.495660808386731	0.721818866410017	0.213966997673753	0.583333333333333	0.621951219512195	0.610169491525424
SVM	Infection_vs_Cancer	0.831378726880215	0.779564576362618	0.883192877397812	0.343210568611441	0.758620689655172	0.817258883248731	0.799295774647887	0.60619918699187	0.492766733107405	0.719631640876335	0.196298331094774	0.555555555555556	0.670731707317073	0.635593220338983
